,author,text,line,expected,result
25,apollonius,argonautica,ὡς δ ὅτε δούρατα μακρὰ νέον πελέκεσσι τυπένταὑλοτόμοι στοιχηδὸν ἐπὶ ῥηγμῖνι βάλωσινὄφρα νοτισθέντα κρατεροὺς ἀνεχοίατο γόμφους,0,0
26,apollonius,argonautica,ἀλλά μιν Λἰσονίδης τετραμμένον ἰθὺς ἑοῖοπλῆξεν ἐπαΐξας στῆθος μέσον ἀμφὶ δὲ δουρὶὀστέον ἐρραίσθη,0,0
27,apollonius,argonautica,πάντῃ δὲ περὶ μέγα πέπταται ἕρκος,0,1
28,apollonius,argonautica,στυγερὸν δ ἄχος εἷλεν ἰδόνταςἥρωας Μινύας Αἰνήιον υἷα πάροιθενΚύζικον ἐν κονίῃσι καὶ αἵματι πεπτηῶτα,0,0
29,apollonius,argonautica,οὐδὲ γὰρ αὐτῶνἔτλη τις πάσσασθαι ἐδητύος οὐδ ἐπὶ δηρὸνἐξ ἀχέων ἔργοιο μυληφάτου ἐμνώοντο,0,0
30,apollonius,argonautica,ἐν δὲ πλατὺν ὦμον ἔρεισενεὖ διαβάς,0,0
31,apollonius,argonautica,ὡς δ ὅταν ἀπροφάτως ἱστόν νεός εὖτε μάλισταχειμερίη ὀλοοῖο δύσις πέλει Ὠρίωνοςὑψόθεν ἐμπλήξασα θοὴ ἀνέμοιο κατάιξαὐτοῖσι σφήνεσσιν ὑπὲκ προτόνων ἐρύσηται,0,0
32,apollonius,argonautica,ἵετο γὰρ πρόφασιν πολέμου Δρυόπεσσι βαλέσθαιλευγαλέην ἐπεὶ οὔτι δίκης ἀλέγοντες ἔναιον,0,0
33,apollonius,argonautica,πρὸ γὰρ αὐτοὶ ἐνὶ σταθμοῖσι νομῆεςἔλσαν,0,0
34,apollonius,argonautica,ἧσ αὔτως εὔκηλος ἐπεί̣̣ύ τοι ἄρμενον ἦενἩρακλῆα λιπεῖν,0,0
35,apollonius,argonautica,τὼ δέ οἱ ὄσσεὄστλιγγες μαλεροῖο πυρὸς ὣς ἰνδάλλοντο,0,0
36,apollonius,argonautica,τίπτε παρὲκ μεγάλοιο Διὸς μενεαίνετε βουλὴνΑἰήτεω πτολίεθρον ἄγειν θρασὺν Ἡρακλῆα,0,0
37,apollonius,argonautica,ἦ καὶ κῦμ ἀλίαστον ἐφέσσατο νειόθι δύψας,0,0
38,apollonius,argonautica,ὁ δ ἀίξαντος ὑπέστηκρᾶτα παρακλίνας ὤμῳ δ ἀνεδέξατο πῆχυντυτθόν,0,0
39,apollonius,argonautica,ὁ δ ἄγχ αὐτοῖο παρὲκ γόνυ γουνὸς ἀμσίβωνκόψε μεταΐγδην ὑπὲρ οὔατος ὀστέα δ εἴσωῥῆξεν,0,0
40,apollonius,argonautica,ἔτι μοι νόος οἶδεν ἕκασταᾗσι θεοπροπίῃσι,0,0
41,apollonius,argonautica,καὶ δὴ τὰ πρώτισθ ὁ γέρων ἔψαυεν ἐδωδῆς,0,0
42,apollonius,argonautica,ὧδε γὰρ αὐτὸςβούλεται ἀνθρώποις ἐπιδευέα θέσφατα φαίνεινμαντοσύνης ἵνα καί τι θεῶν χατέωσι νόοιο,0,0
43,apollonius,argonautica,ἔνθα γὰρ ὔμμιν ὄνειαρ ἀδευκέος ἐξ ἁλὸς εἶσινἄρρητον,0,0
44,apollonius,argonautica,τῶ καί τε φίλα φρονέων ἀγορεύωἰσχέμεν,0,0
45,apollonius,argonautica,ἐπ ἤματι δ ἦμαρ ὀρώρεικύντερον οὐδέ τις ἦεν ἀνάπνευσις μογέοντι,0,0
46,apollonius,argonautica,ὁ δ ἀίξαι πτερύγεσσινΕὔφημος προέηκε πελειάδα,0,0
47,apollonius,argonautica,κοῖλαι δὲ σπήλυγγες ὑπὸ σπιλάδας τρηχείαςκλυζούσης ἁλὸς ἔνδον ἐβόμβεον,0,0
48,apollonius,argonautica,ἤδη δ ἔνθα καὶ ἔνθα διὰ πλατὺς εἴδετο Πόντοςκαί σφισιν ἀπροφάτως ἀνέδυ μέγα κῦμα πάροιθενκυρτόν ἀποτμῆγι σκοπιῇ ἴσον,0,0
49,apollonius,argonautica,οὐδέ τις ἄλλος ἐπαίτιος ὅσσον Ἀθήνηἥ οἱ ἐνέπνευσεν θεῖον μένος εὖτέ μιν Ἄργοςγόμφοισιν συνάρασσε,0,0
50,apollonius,argonautica,ἀλλ ὅτε πέτραςΠληγάδας ἐξέπλωμεν ὀίομαι οὐκ ἔτ ὀπίσσωἔσσεσθαι τοιόνδ ἕτερον φόβον εἰ ἐτεόν γεφραδμοσύνῃ Φινῆος ἐπισπόμενοι νεόμεσθα,0,0
51,apollonius,argonautica,τὰ δὲ ῥέξομεν οἷα πάρεστινβωμὸν ἀναστήσαντες ἐπάκτιον,0,1
52,apollonius,argonautica,καὶ τοὶ μὲν ἄφαρ βωμὸν τετύκοντοχερμάσιν,0,0
53,apollonius,argonautica,οἱ δ ἀνὰ νῆσον ἐδίνεον ἐξερέοντεςεἴ κέ τιν ἢ κεμάδων ἢ ἀγροτέρων ἐσίδοιεναἰγῶν οἷά τε πολλὰ βαθείῃ βόσκεται ὕλῃ,0,0
54,apollonius,argonautica,ἀμφὶ δὲ τῇσινκῦμα κυλινδόμενον μεγάλα βρέμει,0,0
55,apollonius,argonautica,καὶ δ αὐτὸς σὺν τοῖσι Λύκος κίε μυρί ὀπάσσαςδῶρα φέρειν,0,0
56,apollonius,argonautica,ἔνθα δὲ ναυτιλίης μὲν ἐρητύοντο μέλεσθαιἀμφὶ δὲ κηδείῃ νέκυος μένον ἀσχαλόωντες,0,0
57,apollonius,argonautica,τὸν δὲ μετ Ἐργῖνος καὶ Ναύπλιος Εὔφημός τεὤρνυντ ἰθύνειν λελιημένοι,0,0
58,apollonius,argonautica,ἡ μέν τ ἐξ ὀρέων κατανίσσεται ἤπειρόνδεὑψηλῶν ἅ τέ φασιν Ἀμαζόνια κλείεσθαι,0,0
59,apollonius,argonautica,οἱ δ ἀνέμῳ περιηγέα κάλλιπον ἀκτήνἔνθα Θεμισκύρειαι Ἀμαζόνες ὡπλίζοντο,0,0
60,apollonius,argonautica,ἢν γάρ πού τί θεμιστεύων ἀλίτηταιλιμῷ μιν κεῖν ἦμαρ ἐνικλείσαντες ἔχουσιν,0,0
61,apollonius,argonautica,ἀλλά τιν ἄλληνμῆτιν πορσύνωμεν ἐπίρροθον εἴ γ ἐπικέλσαιμέλλετε Φινῆος μεμνημένοι ὡς ἐπέτελλεν,0,0
62,apollonius,argonautica,οὐδέ τιν οἰωνῶν ἔτ ἐσέδρακον ἀλλ ὅτε νήσῳχρίμψαντες σακέεσσιν ἐπέκτυπον αὐτίκ ἄρ οἵγεμυρίοι ἔνθα καὶ ἔνθα πεφυζότες ἠερέθοντο,0,0
63,apollonius,argonautica,κελαινὴ δ οὐρανὸν ἀχλὺςἄμπεχεν οὐδέ πῃ ἄστρα διαυγέα φαίνετ ἰδέσθαιἐκ νεφέων σκοτόεις δὲ περὶ ζόφος ἠρήρειστο,0,0
64,apollonius,argonautica,τοὺς δ ἄμυδις κρατερῷ σὺν δούρατι κύματος ὁρμὴυἱῆας Φρίξοιο μετ ἠιόνας βάλε νήσουνύχθ ὕπο λυγαίην,0,0
65,apollonius,argonautica,τῶ εἰ μὴ φιλότητι δέρος χρύσειον ὀπάσσειοὔ οἱ χραισμήσειν ἐπιέλπομαι ἔθνεα Κόλχων,0,0
66,apollonius,argonautica,πείραζε δ Ἀθηναίην πάρος Ἥρη,0,0
67,apollonius,argonautica,ἠὲ δόλον τινὰ μήσεαι ᾧ κεν ἑλόντεςχρύσεον Αἰήταο μεθ Ἑλλάδα κῶας ἄγοιντοἦ καὶ τόνγ ἐπέεσσι παραιφάμενοι πεπίθοιενμειλιχίοις,0,0
68,apollonius,argonautica,τὸν μὲν ἐγών εἰ καί περ ἐς Ἄιδα ναυτίλληταιλυσόμενος χαλκέων Ἰξίονα νειόθι δεσμῶνῥύσομαι ὅσσον ἐμοῖσιν ἐνὶ σθένος ἔπλετο γυίοιςὄφρα μὴ ἐγγελάσῃ Πελίης κακὸν οἶτον ἀλύξαςὅς μ ὑπερηνορέῃ θυέων ἀγέραστον ἔθηκεν,0,0
69,apollonius,argonautica,γρηὶ δέ μ εἰσαμένην ὀλοφύρατο καί μ ἀναείραςαὐτὸς ἑοῖς ὤμοισι διὲκ προαλὲς φέρεν ὕδωρ,0,0
70,apollonius,argonautica,τίπτ ἐπιμειδιάᾳς ἄφατον κακόν,0,0
71,apollonius,argonautica,ὁ δ ἄῤ ἀστραγάλους συναμήσατο κὰδ δὲ φαεινῷμητρὸς ἑῆς εὖ πάντας ἀριθμήσας βάλε κόλπῳ,0,0
72,apollonius,argonautica,ἔμπης οὐκ ἄρ ἐμέλλετ ἀκηδείῃ με λιπόντεςτηλόθι πλάγξασθαι,0,0
73,apollonius,argonautica,ὡς δὲ γυνὴ μαλερῷ περὶ κάρφεα χεύατο δαλῷχερνῆτις τῇπερ ταλασήια ἔργα μέμηλενὥς κεν ὑπωρόφιον νύκτωρ σέλας ἐντύναιτοἄγχι μάλ ἐγρομένη,0,0
74,apollonius,argonautica,τοῖο δὲ θυμὸςδιχθαδίην πόρφυρεν ἐνὶ στήθεσσι μενοινήνἤ σφεας ὁρμηθεὶς αὐτοσχεδὸν ἐξεναρίζοιἦ ὅγε πειρήσαιτο βίης,0,0
75,apollonius,argonautica,ἠέριος ζεύγνυμι βόας καὶ δείελον ὥρηνπαύομαι ἀμήτοιο,0,0
76,apollonius,argonautica,οἱ δ ἐπεὶ οὖν δήμου τε καὶ ἄστεος ἐκτὸς ἔβησαντὴν ὁδόν ἣν τὸ πάροιθεν ἀνήλυθον ἐκ πεδίοιοδὴ τότ Ἰήσονα τοῖσδε προσέννεπεν Ἄργος ἔπεσσιν,0,0
77,apollonius,argonautica,βάσκ ἴθι καὶ πυκινοῖσι τεὴν παρὰ μητέρα μύθοιςὄρνυθι λισσόμενος,0,0
78,apollonius,argonautica,σὺν δὲ καὶ Οἰνεΐδης ἐναρίθμιος αἰζηοῖσινἀνδράσιν οὐδέ περ ὅσσον ἐπανθιόωντας ἰούλουςἀντέλλων,0,0
79,apollonius,argonautica,νόσφι δὲ οἷ αὐτῷ φάτ ἐοικότα μείλια τίσεινυἱῆας Φρίξοιο κακορρέκτῃσιν ὀπηδοὺςἀνδράσι νοστήσαντας ὁμιλαδόν ὄφρα ἑ τιμῆςκαὶ σκήπτρων ἐλάσειαν ἀκηδέες,0,0
80,apollonius,argonautica,δέος δέ μιν ἴσχανε θυμόνμή πως ἠὲ παρ αἶσαν ἐτώσια μειλίξαιτοπατρὸς ἀτυζομένην ὀλοὸν χόλον ἠὲ λιτῇσινἑσπομένης ἀρίδηλα καὶ ἀμφαδὰ ἔργα πέλοιτο,0,0
81,apollonius,argonautica,κούρην δ ἐξ ἀχέων ἀδινὸς κατελώφεεν ὕπνοςλέκτρῳ ἀνακλινθεῖσαν,0,0
82,apollonius,argonautica,ἔμπα γε μὴν θεμένη κύνεον κέαρ οὐκέτ ἄνευθεναὐτοκασιγνήτης πειρήσομαι εἴ κέ μ ἀέθλῳχραισμεῖν ἀντιάσῃσιν ἐπὶ σφετέροις ἀχέουσαπαισί,0,0
83,apollonius,argonautica,τηΰσιοι δὲ πόδες φέρον ἔνθα καὶ ἔνθα,0,0
84,apollonius,argonautica,φῆ δέ οἱ ἄλλοτε μὲν θελκτήρια φάρμακα ταύρωνδωσέμεν ἄλλοτε δ οὔτι,0,0
85,apollonius,argonautica,ἔνθ αὖτ ἀμφίπολοι μὲν ἐφοπλίζεσκον ἀπήνην,0,0
86,apollonius,argonautica,ὧς ἄρα τῇ καλὸς μὲν ἐπήλυθεν εἰσοράασθαιΑἰσονίδης κάματον δὲ δυσίμερον ὦρσε φαανθείς,0,0
87,apollonius,argonautica,τῶ μή με λίην ὑπεραίδεο κούρηἤ τι παρεξερέεσθαι ὅ τοι φίλον ἠέ τι φάσθαι,0,0
88,apollonius,argonautica,δή ποτε καὶ Θησῆα κακῶν ὑπελύσατ ἀέθλωνπαρθενικὴ Μινωὶς ἐυφρονέουσ Ἀριάδνηἥν ῥά τε Πασιφάη κούρη τέκεν Ἠελίοιο,0,0
89,apollonius,argonautica,προπρὸ δ ἀφειδήσασα θυώδεος ἔξελε μίτρηςφάρμακον,0,0
90,apollonius,argonautica,ἰαίνετο δὲ φρένας εἴσωτηκομένη οἷόν τε περὶ ῥοδέῃσιν ἐέρσητήκεται ἠῴοισιν ἰαινομένη φαέεσσιν,0,1
91,apollonius,argonautica,ὧς τώγ ἀλλήλων ἀγανοῖς ἐπὶ τόσσον ἔπεσσινπείρηθεν,0,0
92,apollonius,argonautica,ἡ δὲ μετ ἀμφιπόλους,0,0
93,apollonius,argonautica,πόρε δέ σφιν ἰοῦσινκρείων Αἰήτης χαλεποὺς ἐς ἄεθλον ὀδόνταςἈονίοιο δράκοντος ὃν Ὠγυγίῃ ἐνὶ ΘήβῃΚάδμος ὅτ Εὐρώπην διζήμενος εἰσαφίκανενπέφνεν Ἀρητιάδι κρήνῃ ἐπίουρον ἐόντα,0,0
94,apollonius,argonautica,χρυσείην δ ἐπὶ κρατὶ κόρυν θέτο τετραφάληρονλαμπομένην οἷόν τε περίτροχον ἔπλετο φέγγοςἠελίου ὅτε πρῶτον ἀνέρχεται Ὠκεανοῖο,0,0
95,apollonius,argonautica,δῦ δέ μιν ἀλκὴσμερδαλέη ἄφατός τε καὶ ἄτρομος,0,0
96,apollonius,argonautica,αὐτὰρ ὁ εὖ ἐνέδησε λόφους,0,0
97,apollonius,argonautica,ὦρτο δ ἀυτμὴἠύτε βυκτάων ἀνέμων βρόμος οὕς τε μάλισταδειδιότες μέγα λαῖφος ἁλίπλοοι ἐστείλαντο,0,0
98,apollonius,argonautica,ἀμφὶ δ ἑταῖροιθάρσυνον μύθοισιν,0,0
99,apollonius,argonautica,ὧς ἄρα τοίγελάμπον ἀναλδήσκοντες ὑπὲρ χθονός,0,0
100,apollonius,argonautica,τὸν δ ἕλεν ἀμφασίη ῥιπῇ στιβαροῖο σόλοιοΑἰήτην,0,0
101,apollonius,argonautica,βλεφάρων δὲ κατ ἀθρόα δάκρυα χεῦεν,0,0
102,apollonius,argonautica,οἵη δ ἀφνειοῖο διειλυσθεῖσα δόμοιοληιάς ἥν τε νέον πάτρης ἀπενόσφισεν αἶσαοὐδέ νύ πω μογεροῖο πεπείρηται καμάτοιοἀλλ ἔτ ἀηθέσσουσα δύης καὶ δούλια ἔργαεἶσιν ἀτυζομενη χαλεπὰς ὑπὸ χεῖρας ἀνάσσης,0,0
103,apollonius,argonautica,τοίη ἄρ ἱμερόεσσα δόμων ἐξέσσυτο κούρη,0,0
104,apollonius,argonautica,νῦν δὲ καὶ αὐτὴ δῆθεν ὁμοίης ἔμμορες ἄτης,0,1
105,apollonius,argonautica,ἀσπασίως δ ὄχθῃσιν ἐπηέρθη ποταμοῖοἀντιπέρην λεύσσουσα πυρὸς σέλας ὅ ῥά τ ἀέθλουπαννύχιοι ἥρωες ἐυφροσύνῃσιν ἔδαιον,0,0
106,apollonius,argonautica,ἀλλ ἐπὶ νηὶφεύγωμεν πρὶν τόνδε θοῶν ἐπιβήμεναι ἵππων,0,0
107,apollonius,argonautica,ἦμος δ ἀνέρες ὕπνον ἀπ ὀφθαλμῶν ἐβάλοντοἀγρόται οἵ τε κύνεσσι πεποιθότες οὔποτε νύκταἄγχαυρον κνώσσουσιν ἀλευάμενοι φάος ἠοῦςμὴ πρὶν ἀμαλδύνῃ θηρῶν στίβον ἠδὲ καὶ ὀδμὴνθηρείην λευκῇσιν ἐνισκίμψασα βολῇσιν,0,0
108,apollonius,argonautica,ἔνθ ἄρα τούσγεἌργου φραδμοσύνῃσιν ἀριστῆες μεθέηκαν,0,0
109,apollonius,argonautica,αἶά γε μὴν ἔτι νῦν μένει ἔμπεδον υἱωνοί τετῶνδ ἀνδρῶν οὓς ὅσγε καθίσσατο ναιέμεν Αἶανοἳ δή τοι γραπτῦς πατέρων ἕθεν εἰρύονταικύρβιας οἷς ἔνι πᾶσαι ὁδοὶ καὶ πείρατ ἔασινὑγρῆς τε τραφερῆς τε πέριξ ἐπινισσομένοισιν,0,0
110,apollonius,argonautica,αὐτὰρ ἐπεί τ Ἄγγουρον ὄρος καὶ ἄπωθεν ἐόνταἈγγούρου ὄρεος σκόπελον πάρα Καυλιακοῖοᾧ πέρι δὴ σχίζων Ἴστρος ῥόον ἔνθα καὶ ἔνθαβάλλει ἁλός πεδίον τε τὸ Λαύριον ἠμείψαντοδή ῥα τότε Κρονίην Κόλχοι ἅλαδ ἐκπρομολόντεςπάντῃ μή σφε λάθοιεν ὑπετμήξαντο κελεύθους,0,0
111,apollonius,argonautica,μάλα γὰρ μέγαν ἤλιτες ὅρκοννηλεές,0,0
112,apollonius,argonautica,σὺ δέ μιν φαιδροῖς ἀγαπάζεο δώροις,0,0
113,apollonius,argonautica,καὶ τὼ μὲν τὰ ἕκαστα συνῄνεον ἀλλήλοισιν,0,0
114,apollonius,argonautica,ἤδη νῦν κέλομαι νύκτωρ ἔτι νῆ ἐπιβάνταςεἰρεσίῃ περάαν πλόον ἀντίον ᾧ ἐπέχουσινδήιοι,0,0
115,apollonius,argonautica,ἥρωες δ ὅτε δή σφιν ἐείσατο νόστος ἀπήμωνδή ῥα τότε προμολόντες ἐπὶ χθονὶ πείσματ ἔδησανὙλλήων,0,0
116,apollonius,argonautica,τὰ δ ἠεροειδέα λεύσσεινοὔρεα δοιάζοντο Κεραύνια,0,0
117,apollonius,argonautica,ὧς Ἀργὼ ἰάχησεν ὑπὸ κνέφας,0,0
118,apollonius,argonautica,τὰ δὲ δάκρυα μυρομένῃσινοἷον ἐλαιηραὶ στάγες ὕδασιν ἐμφορέοντο,0,0
119,apollonius,argonautica,ἐκ δὲ τόθεν Ῥοδανοῖο βαθὺν ῥόον εἰσαπέβησανὅς τ εἰς Ἠριδανὸν μετανίσσεται,0,0
120,apollonius,argonautica,οὐδ οἶον κείνης ἐπίκουροι ἕποντοναυτιλίης,0,0
121,apollonius,argonautica,θῆρες δ οὐ θήρεσσιν ἐοικότες ὠμηστῇσινοὐδὲ μὲν οὐδ ἄνδρεσσιν ὁμὸν δέμας ἄλλο δ ἀπ ἄλλωνσυμμιγέες μελέων κίον ἀθρόοι ἠύτε μῆλαἐκ σταθμῶν ἅλις εἶσιν ὀπηδεύοντα νομῆι,0,0
122,apollonius,argonautica,ἦ γὰρ ὀνείρωνμνῆστις ἀεικελίη δῦνεν φρένας ὁρμαίνουσαν,0,0
123,apollonius,argonautica,τὴν δ ἀμέγαρτον ἄχος λάβεν,0,0
124,apollonius,argonautica,πρώτην δ εἰσαφίκανε Θέτιν καὶ ἐπέφραδε μῦθονἭρης ἐννεσίῃς ὦρσέν τέ μιν εἰς ἓ νέεσθαι,0,0
125,apollonius,argonautica,ἀλλ ἐμὲ αἰδομένη καὶ ἐνὶ φρεσὶ δειμαίνουσαἠλεύω,0,0
126,apollonius,argonautica,κείνη γὰρ ἐναίσιμος ὔμμι κέλευθος,0,0
127,apollonius,argonautica,ἀλλὰ καὶ ἔμπηςπᾶσαν ἐφημοσύνην Θέτιδος μετέειπεν ἑταίροις,0,0
128,apollonius,argonautica,νῆα δ ἐυκραὴς ἄνεμος φέρεν,0,0
129,apollonius,argonautica,αἶψα δὲ νῆσονκαλήν Ἀνθεμόεσσαν ἐσέδρακον ἔνθα λίγειαιΣειρῆνες σίνοντ Ἀχελωίδες ἡδείῃσινθέλγουσαι μολπῇσιν ὅτις παρὰ πεῖσμα βάλοιτο,0,0
130,apollonius,argonautica,ἀπηλεγέως δ ἄρα καὶ τοῖςἵεσαν ἐκ στομάτων ὄπα λείριον,0,0
131,apollonius,argonautica,ἡ δ οὔποτε πίλναται οὔδει,0,0
132,apollonius,argonautica,λελίητο γὰρ ἀμφοτέροισινδηιοτῆτος ἄνευθεν ὑπέρβια νείκεα λῦσαι,0,0
133,apollonius,argonautica,μή μιν ἄναξ Κόλχοισι πόροις ἐς πατρὸς ἄγεσθαι,0,0
134,apollonius,argonautica,στονόεντι δὲ κάρφεται οἴτῳὀρφναίῃ ἐνὶ χαλκὸν ἀλετρεύουσα καλιῇ,0,0
135,apollonius,argonautica,ἐν δὲ θρόος ἔσκεν ἀγυιαῖς,0,0
136,apollonius,argonautica,ἄγεν δ ὁ μὲν ἔκκριτον ἄλλωνἀρνειὸν μήλων ὁ δ ἀεργηλὴν ἔτι πόρϝιν,0,0
137,apollonius,argonautica,οἱ δ ἀπὸ νηὸς ὄρουσαν ἄχος δ ἕλεν εἰσορόωνταςἠέρα καὶ μεγάλης νῶτα χθονὸς ἠέρι ἶσατηλοῦ ὑπερτείνοντα διηνεκές,0,0
138,apollonius,argonautica,ἴδμεν ἐποιχομένους χρύσεον δέρος,0,0
139,apollonius,argonautica,αὐτὰρ Ἰήσωνπαπτήνας ἀν ἄρ ἕζετ ἐπὶ χθονός ὧδέ τ ἔειπεν,0,0
140,apollonius,argonautica,ἂν δ ἐκάλυψανπέπλον ἐρυσσάμεναι κούφῃ χερί καὶ μ ἐκέλοντοαὐτόν τ ἔγρεσθαι ἀνά θ ὑμέας ὄρσαι ἰόντα,0,0
141,apollonius,argonautica,αὐτὰρ ἐπιπρὸτῆλε μάλ ἀσπασίως Τριτωνίδος ὕδασι λίμνηςὡς φέρον ὡς εἰσβάντες ἀπὸ στιβαρῶν θέσαν ὤμων,0,0
142,apollonius,argonautica,ὦ πόποι ἦ καὶ νόσφιν ἐὼν ἐσάωσεν ἑταίρουςἩρακλέης δίψῃ κεκμηότας,0,0
143,apollonius,argonautica,ἦ καὶ ἀμειβομένων οἵ τ ἄρμενοι ἐς τόδε ἔργονἔκριθεν ἄλλυδις ἄλλος ἐπαΐξας ἐρεείνειν,0,0
144,apollonius,argonautica,ἐπεὶ οὐ μὲν ἀφαυρότερός γ ἐτέτυκτονἱωνὸς Φοίβοιο Λυκωρείοιο Κάφαυροςκούρης τ αἰδοίης Ἀκακαλλίδος ἥν ποτε Μίνωςἐς Αιβύην ἀπένασσε θεοῦ βαρὺ κῦμα φέρουσανθυγατέρα σφετέρην,0,0
145,apollonius,argonautica,ἡ δ ἀγλαὸν υἱέα Φοίβῳτίκτεν ὃν Ἀμφίθεμιν Γαράμαντά τε κικλήσκουσιν,0,0
146,apollonius,argonautica,ἀδευκέα δ οὐ φύγεν αἶσανμαντοσύναις,0,0
