,author,text,line,expected,result
60,apollonius,argonautica,Ἥρη νήιδα μέν με πατὴρ τέκε τοῖο βολάωνοὐδέ τινα χρειὼ θελκτήριον οἶδα πόθοιο,7,5
61,apollonius,argonautica,τί δ ἱκάνετον οὔτι πάρος γελίην φοιτίζουσαι ἐπεὶ περίεστε θεάων,7,5
62,apollonius,argonautica,νιφετῷ δ ἐπαλύνετο πάνταοὔρεα καὶ σκοπιαὶ περιμήκεες οἱ δὲ κατ αὐτῶνχείμαρροι καναχηδὰ κυλινδόμενοι φορέοντο,7,3
63,apollonius,argonautica,οὐδέ κε λώβηντίσειεν Πελίης εἰ μή σύ γε νόστον ὀπάσσεις,7,5
64,apollonius,argonautica,ὁ δ ἄῤ ἀστραγάλους συναμήσατο κὰδ δὲ φαεινῷμητρὸς ἑῆς εὖ πάντας ἀριθμήσας βάλε κόλπῳ,7,5
65,apollonius,argonautica,βῆ δὲ διὲκ μεγάροιο Διὸς πάγκαρπον ἀλωήν,7,5
66,apollonius,argonautica,αὐτὸς δ Αἰσονίδης μετεφώνεεν,7,7
67,apollonius,argonautica,θριγκὸς δ ἐφύπερθε δόμοιολαΐνεος χαλκέῃσιν ἐπὶ γλυφίδεσσιν ἀρήρει,7,5
68,apollonius,argonautica,ἔμπης οὐκ ἄρ ἐμέλλετ ἀκηδείῃ με λιπόντεςτηλόθι πλάγξασθαι,7,5
69,apollonius,argonautica,δειλὴ ἐγώ οἷον πόθον Ἑλλάδος ἔκποθεν ἄτηςλευγαλέης Φρίξοιο ἐφημοσύνῃσιν ἕλεσθεπατρός,7,7
70,apollonius,argonautica,Αἰήτης δὲ πανύστατος ὦρτο θύραζεἐκ δ αὐτὴ Εἰδυῖα δάμαρ κίεν ΑἰήταοΧαλκιόπης ἀίουσα,7,5
71,apollonius,argonautica,ὡς δὲ γυνὴ μαλερῷ περὶ κάρφεα χεύατο δαλῷχερνῆτις τῇπερ ταλασήια ἔργα μέμηλενὥς κεν ὑπωρόφιον νύκτωρ σέλας ἐντύναιτοἄγχι μάλ ἐγρομένη,7,5
72,apollonius,argonautica,τοῖος ὑπὸ κραδίῃ εἰλυμένος αἴθετο λάθρῃοὖλος Ἔρως,7,5
73,apollonius,argonautica,ὧς δὲ καὶ ὧλλοι πάντες ὅσοι συνέπονται ἑταῖροιἀθανάτων υἷές τε καὶ υἱωνοὶ γεγάασιν,7,5
74,apollonius,argonautica,Αἰήτη σχέο μοι τῷδε στόλῳ,7,0
75,apollonius,argonautica,ἐσθλοῖς γὰρ ἐπ ἀνδράσιν οὔτι μεγαίρωὡς αὐτοὶ μυθεῖσθε τὸν Ἑλλάδι κοιρανέοντα,7,0
76,apollonius,argonautica,ναὶ δὴ τοῦτό γε πότνα θεὰ Περσηί πέλοιτοοἴκαδε νοστήσειε φυγὼν μόρον,7,5
77,apollonius,argonautica,ὦκα δὲ Μόψοςτοῖον ἔπος μετὰ πᾶσι θεοπροπέων ἀγόρευσεν,7,5
78,apollonius,argonautica,ἦ γὰρ ἔοικενμηκέτι δὴν κρύπτεσθαι ὑποπτήσσοντας ἀυτήν,7,5
79,apollonius,argonautica,δέος δέ μιν ἴσχανε θυμόνμή πως ἠὲ παρ αἶσαν ἐτώσια μειλίξαιτοπατρὸς ἀτυζομένην ὀλοὸν χόλον ἠὲ λιτῇσινἑσπομένης ἀρίδηλα καὶ ἀμφαδὰ ἔργα πέλοιτο,7,5
80,apollonius,argonautica,δεῦε δὲ κόλπουςἄλληκτον δακρύοισι τὰ δ ἔρρεεν ἀσταγὲς αὔτωςαἴν ὀλοφυρομένης τὸν ἑὸν μόρον,7,5
81,apollonius,argonautica,ἵετο δ ἥγεφάρμακα λέξασθαι θυμοφθόρα τόφρα πάσαιτο,7,5
82,apollonius,argonautica,μυκηθμῷ δ ὑπένερθεν ἐρεμνὴ σείετο γαῖαῥίζης τεμνομένης Τιτηνίδος,7,5
83,apollonius,argonautica,ἂν δὲ χιτῶναςλεπταλέους λευκῆς ἐπιγουνίδος ἄχρις ἄειρον,7,2
84,apollonius,argonautica,ἅμα δέ σφισιν εἵπετο ΜόψοςἈμπυκίδης ἐσθλὸς μὲν ἐπιπροφανέντας ἐνισπεῖνοἰωνούς ἐσθλὸς δὲ σὺν εὖ φράσσασθαι ἰοῦσιν,7,5
85,apollonius,argonautica,πᾶσαι δέ οἱ ἥντιν ἀθύροιμολπήν οὐκ ἐπὶ δηρὸν ἐφήνδανεν ἑψιάασθαι,7,5
86,apollonius,argonautica,δή ποτε καὶ Θησῆα κακῶν ὑπελύσατ ἀέθλωνπαρθενικὴ Μινωὶς ἐυφρονέουσ Ἀριάδνηἥν ῥά τε Πασιφάη κούρη τέκεν Ἠελίοιο,7,5
87,apollonius,argonautica,οἱ δ ἂν ἐπ αὐτῷκαρχαλέοι κύνες ὥστε περὶ βρώμης ὀλέκοιενἀλλήλους,7,2
88,apollonius,argonautica,ἤτοι Ἰήσωνεἰς ἑτάρους καὶ νῆα κεχαρμένος ὦρτο νέεσθαι,7,5
89,apollonius,argonautica,δῦ δέ μιν ἀλκὴσμερδαλέη ἄφατός τε καὶ ἄτρομος,7,5
90,apollonius,argonautica,οἱ δ ἔκποθεν ἀφράστοιοκευθμῶνος χθονίου ἵνα τέ σφισιν ἔσκε βόαυλακαρτερὰ λιγνυόεντι πέριξ εἰλυμένα καπνῷἄμφω ὁμοῦ προγένοντο πυρὸς σέλας ἀμπνείοντες,7,5
91,apollonius,argonautica,αὐτίκα γὰρ νημερτὲς ὀίσσατο μή μιν ἀρωγὴνληθέμεν αἶψα δὲ πᾶσαν ἀναπλήσειν κακότητα,7,5
92,apollonius,argonautica,οἱ δ ἄρα τείωςἥρωες μετὰ τήνγε θοοῖς ἐλάασκον ἐρετμοῖς,7,5
93,apollonius,argonautica,ὧς τότε κεῖνο πέλωρον ἀπειρεσίας ἐλέλιξενῥυμβόνας ἀζαλέῃσιν ἐπηρεφέας φολίδεσσιν,7,5
94,apollonius,argonautica,πὰρ δέ οἱ ἔγχοςἀντικρὺ τετάνυστο πελώριον,7,5
95,apollonius,argonautica,αὐτὰρ ἐπεί τ Ἄγγουρον ὄρος καὶ ἄπωθεν ἐόνταἈγγούρου ὄρεος σκόπελον πάρα Καυλιακοῖοᾧ πέρι δὴ σχίζων Ἴστρος ῥόον ἔνθα καὶ ἔνθαβάλλει ἁλός πεδίον τε τὸ Λαύριον ἠμείψαντοδή ῥα τότε Κρονίην Κόλχοι ἅλαδ ἐκπρομολόντεςπάντῃ μή σφε λάθοιεν ὑπετμήξαντο κελεύθους,7,5
96,apollonius,argonautica,ἢ σύγ ἔπειταφασγάνῳ αὐτίκα τόνδε μέσον διὰ λαιμὸν ἀμῆσαιὄφρ ἐπίηρα φέρωμαι ἐοικότα μαργοσύνῃσιν,7,5
97,apollonius,argonautica,εἴ κε δόλον ξείνοισιν ἐπ ἀνδράσι τεχνήσαιτο,7,5
98,apollonius,argonautica,αὐτίκα δ Αἰσονίδης πυκινοῦ ἐξᾶλτο λόχοιογυμνὸν ἀνασχόμενος παλάμῃ ξίφος,7,5
99,apollonius,argonautica,ὀξὺ δὲ πανδαμάτωρ λοξῷ ἴδεν οἷον ἔρεξανὄμματι νηλειὴς ὀλοφώιον ἔργον Ἐρινύς,7,5
100,apollonius,argonautica,Κόλχον δ ὄλεκον στόλον ἠύτε κίρκοιφῦλα πελειάων ἠὲ μέγα πῶυ λέοντεςἀγρότεροι κλονέουσιν ἐνὶ σταθμοῖσι θορόντες,7,5
101,apollonius,argonautica,φέρε γάρ τις ἀπορρὼξκόλπον ἐς Ὠκεανοῖο τὸν οὐ προδαέντες ἔμελλονεἰσβαλέειν τόθεν οὔ κεν ὑπότροποι ἐξεσάωθεν,7,5
102,apollonius,argonautica,ἂψ δὲ παλιντροπόωντο θεᾶς ὕπο καί ῥ ἐνόησαντὴν οἶμον τῇπέρ τε καὶ ἔπλετο νόστος ἰοῦσιν,7,5
103,apollonius,argonautica,τῶ καὶ ἐπιπλομένης ἠοῦς νοτίδεσσι θαλάσσηςἐγρομένη πλοκάμους τε καὶ εἵματα φαιδρύνεσκεν,7,5
104,apollonius,argonautica,αἶψα δ ἕκαστοςΚίρκης εἴς τε φυήν εἴς τ ὄμματα παπταίνοντεςῥεῖα κασιγνήτην φάσαν ἔμμεναι Αἰήταο,7,5
105,apollonius,argonautica,αὖτις δὲ καὶ ἄλλοιςμείλισσεν χύτλοισι καθάρσιον ἀγκαλέουσαΖῆνα παλαμναίων τιμήορον ἱκεσιάων,7,0
106,apollonius,argonautica,ὄφρα δὲ καὶ τῷἀγγελίην φαμένη θοὰ γούνατα παῦσεν ὁδοῖοτόφρα Θέτις Νηρῆα κασιγνήτας τε λιποῦσαἐξ ἁλὸς Οὔλυμπόνδε θεὰν μετεκίαθεν Ἥρην,7,5
107,apollonius,argonautica,καὶ γάρ τε θεοὺς ἐπινίσσεται ἄτη,7,5
108,apollonius,argonautica,κάλει δ ἐπαμυνέμεν ἄλλαςαὐτοκασιγνήτας Νηρηίδας,7,5
109,apollonius,argonautica,ἦ καὶ ἔπειτ ἀίδηλος ἐδύσατο βένθεα πόντου,7,5
110,apollonius,argonautica,ἡ μὲν γὰρ βροτέας αἰεὶ περὶ σάρκας ἔδαιεννύκτα διὰ μέσσην φλογμῷ πυρός,7,3
111,apollonius,argonautica,ἀλλὰ καὶ ὧς Τελέοντος ἐὺς πάις οἶος ἑταίρωνπροφθάμενος ξεστοῖο κατὰ ζυγοῦ ἔνθορε πόντῳΒούτης Σειρήνων λιγυρῇ ὀπὶ θυμὸν ἰανθείς,7,5
112,apollonius,argonautica,τότ αὖ λήξαντος ἀπ ἔργωνἩφαίστου θερμὴν ἔτι κήκιε πόντος ἀυτμήν,7,5
113,apollonius,argonautica,ἡ δ ὄπιθεν πτέρυγος θίγε πηδαλίοιοδῖα Θέτις Πλαγκτῇσιν ἐνὶ σπιλάδεσσιν ἐρύσσαι,7,5
114,apollonius,argonautica,τὰς δὲ καὶ αὐτὸς ἄναξ κορυφῆς ἔπι λισσάδος ἄκρηςὀρθὸς ἐπὶ στελεῇ τυπίδος βαρὺν ὦμον ἐρείσαςἭφαιστος θηεῖτο καὶ αἰγλήεντος ὕπερθενοὐρανοῦ ἑστηυῖα Διὸς δάμαρ,7,5
115,apollonius,argonautica,καὶ τὰ μὲν ἑρσήεντα κατὰ δρία ποιμαίνεσκενὁπλοτέρη Φαέθουσα θυγατρῶν Ἠελίοιοἀργύρεον χαῖον παλάμῃ ἔνι πηχύνουσα,7,3
116,apollonius,argonautica,ὔμμι δὲ καὶ πάτρην καὶ δώματα ναιέμεν αὖτιςἤνυσα,7,5
117,apollonius,argonautica,δείσατε συνθεσίας τε καὶ ὅρκια δείσατ ἘρινὺνἹκεσίην νέμεσίν τε θεῶν ἐς χεῖρας ἰοῦσανΑἰήτεω λώβῃ πολυπήμονι δῃωθῆναι,7,5
118,apollonius,argonautica,οἷα δὲ καὶ Δανάη πόντῳ ἔνι πήματ ἀνέτληπατρὸς ἀτασθαλίῃσι,7,5
119,apollonius,argonautica,τοῖο δ ὕπερθενχρύσεον αἰγλῆεν κῶας βάλον ὄφρα πέλοιτοτιμήεις τε γάμος καὶ ἀοίδιμος,7,5
120,apollonius,argonautica,ἴσχε δ ἑκάστηναἰδὼς ἱεμένην περ ὅμως ἐπὶ χεῖρα βαλέσθαι,7,0
121,apollonius,argonautica,ἥρωας δὲ γυναῖκες ἀολλέες ἔκτοθι πύργωνβαῖνον ἐποψόμεναι,7,5
122,apollonius,argonautica,κεῖθεν δὲ Κεραύνια μέλλον Ἀβάντωνοὔρεα Νεσταίους τε καὶ Ὤρικον εἰσαφικέσθαι,7,5
123,apollonius,argonautica,πολλὰ δ ἰοῦσινΛ̓λκίνοος Μινύαις ξεινήια πολλὰ δ ὄπασσενΛ̓ρήτη,7,5
124,apollonius,argonautica,μετὰ δ αὖτε δυώδεκα δῶκεν ἕπεσθαιΜηδείῃ δμωὰς Φαιηκίδας ἐκ μεγάροιο,7,5
125,apollonius,argonautica,οὐδέ τι κεῖσεἑρπετόν οὐδὲ ποτητὸν ἀείρεται,7,5
126,apollonius,argonautica,οὐδέ τιν ἀρδμόνοὐ πάτον οὐκ ἀπάνευθε κατηυγάσσαντο βοτήρωναὔλιον εὐκήλῳ δὲ κατείχετο πάντα γαλήνῃ,7,5
127,apollonius,argonautica,ἀμφὶ δὲ νόστῳοὔτι μαλ ἀντικρὺ νοέω φάτιν,7,5
128,apollonius,argonautica,ἦ μὲν ἑταίρουςεἰς ἓν ἀγειράμενος μυθήσομαι εἴ νύ τι τέκμωρδήωμεν κομιδῆς,7,5
129,apollonius,argonautica,πάντεσσι δ ἐπήβολος ἥνδανε μῆτις,7,5
130,apollonius,argonautica,ἐγὼ δ ὑπακουὸς ἀείδωΠιερίδων καὶ τήνδε πανατρεκὲς ἔκλυον ὀμφήνὑμέας ὦ πέρι δὴ μέγα φέρτατοι υἷες ἀνάκτωνᾗ βίῃ ᾗ τ ἀρετῇ Λιβύης ἀνὰ θῖνας ἐρήμουςνῆα μεταχρονίην ὅσα τ ἔνδοθι νηὸς ἄγεσθεἀνθεμένους ὤμοισι φέρειν δυοκαίδεκα πάνταἤμαθ ὁμοῦ νύκτας τε,7,5
131,apollonius,argonautica,ἐπεὶ οὐ μὲν ἀφαυρότερός γ ἐτέτυκτονἱωνὸς Φοίβοιο Λυκωρείοιο Κάφαυροςκούρης τ αἰδοίης Ἀκακαλλίδος ἥν ποτε Μίνωςἐς Αιβύην ἀπένασσε θεοῦ βαρὺ κῦμα φέρουσανθυγατέρα σφετέρην,7,5
132,apollonius,argonautica,ὧς Ἀργὼ λίμνης στόμα ναύπορον ἐξερέουσαἀμφεπόλει δηναιὸν ἐπὶ χρόνον,7,0
133,apollonius,argonautica,δεῦρο γὰρ οὐκ ἐθέλοντες ἱκάνομεν ἀλλὰ βαρείαιςχρίμψαντες γαίης ἐπὶ πείρασι τῆσδε θυέλλαιςνῆα μεταχρονίην ἐκομίσσαμεν ἐς τόδε λίμνηςχεῦμα δι ἠπείρου βεβαρημένοι,7,5
134,apollonius,argonautica,μετὰ δ οὔτις ἐσέδρακεν οἷον ἄφαντοςαὐτῷ σὺν τρίποδι σχεδὸν ἔπλετο,7,5
135,apollonius,argonautica,ὦ πέπον ἦ μέγα δή δε καὶ ἀγλαὸν ἔμμορε κῦδος,7,5
136,apollonius,argonautica,ἤδη γὰρ ἐπὶ κλυτὰ πείραθ ἱκάνωὑμετέρων καμάτων,7,5
137,callimachus,hymn,καὶ μὲν ὁ δακρυόεις ἀναβάλλεται ἄλγεα πέτροςὅστις ἐνὶ Φρυγίῃ διερὸς λίθος ἐστήρικταιμάρμαρον ἀντὶ γυναικὸς ὀιζυρόν τι χανούσης,8,5
138,callimachus,hymn,ἐκ δέ σε Θήρηςοὖλος Ἀριστοτέλης Ἀσβυστίδι πάρθετο γαίῃδεῖμε δέ τοι μάλα καλὸν ἀνάκτορον ἐν δὲ πόληιθῆκε τελεσφορίην ἐπετήσιον ᾗ ἐνὶ πολλοὶὑστάτιον πίπτουσιν ἐπ ἰσχίον ὦ ἄνα ταῦροι,8,5
139,callimachus,hymn,τοὺς μὲν ἄναξ ἴδεν αὐτός ἑῇ δ ἐπεδείξατο νύμφῃστὰς ἐπὶ Μυρτούσσης κερατώδεος ἧχι λέονταὙψηὶς κατέπεφνε βοῶν σίνιν Εὐρυπύλοιο,8,5
140,callimachus,hymn,τῶ σφέας οὐκ ἐτάλασσαν ἀκηδέες Ὠκεανῖναιοὔτ ἄωτην ἰδέειν οὔτε κτύπον οὔασι δέχθαι,8,5
141,callimachus,hymn,ὣς ἔνεπεν ταχινὸς δὲ μέγαν περὶ θῆρα πονεῖτο,8,5
142,callimachus,hymn,ἁ δέ δὶς ἑξήκοντα διαθρέξασα διαύλωςοἷα παρ Εὐρώτᾳ τοὶ Λακεδαιμόνιοιἀστέρες ἐμπεράμως ἐνετρίψατο  λιτὰ λαβοῖσα χρίματα τᾶς ἰδίας ἔκγονα φυταλιᾶς,8,3
143,callimachus,hymn,ἀλλά Πελασγέφράζεο μὴ οὐκ ἐθέλων τὰν βασίλειαν ἴδῃς,8,5
144,callimachus,hymn,πότνἰ Ἀθαναία τὺ  μὲν ἔξιθι,8,2
145,callimachus,hymn,παῖδες Ἀθαναία νύμφαν μίαν ἔν ποκα Θήβαιςπουλύ τι καὶ περὶ δὴ φίλατο τᾶν ἑταρᾶνματέρα Τειρεσίαο καὶ οὔποκα χωρὶς ἔγεντο,8,3
